Run	Fitness	Solution
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4453459109770037e+00	[0.026541098016039433,-0.9817519454262646,-0.03741258285197824]
1	1.4409394626583207e+00	[1.0199873142317577,0.01665190882388788,-0.036756382943421165]
1	1.4409394626583207e+00	[1.0199873142317577,0.01665190882388788,-0.036756382943421165]
1	1.4409394626583207e+00	[1.0199873142317577,0.01665190882388788,-0.036756382943421165]
1	1.2440717168648909e+00	[-0.06859932779155568,-0.012935690883329604,-0.03842954578948457]
1	1.2440717168648909e+00	[-0.06859932779155568,-0.012935690883329604,-0.03842954578948457]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.2420812107259920e-01	[-0.022737705945621883,0.01665190882388788,-0.036756382943421165]
1	4.0459754357571143e-01	[-0.010755418540130596,0.038379731757702415,-0.021413094397507312]
1	4.0459754357571143e-01	[-0.010755418540130596,0.038379731757702415,-0.021413094397507312]
1	4.0459754357571143e-01	[-0.010755418540130596,0.038379731757702415,-0.021413094397507312]
1	4.0459754357571143e-01	[-0.010755418540130596,0.038379731757702415,-0.021413094397507312]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	3.2466194296539541e-01	[0.003790086895673561,0.01665190882388788,-0.036756382943421165]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	9.0395899783473510e-02	[-0.017230930503434057,0.00010669873537884345,0.012613389185748537]
1	4.1024132291084925e-02	[-0.010755418540130596,-0.004726893682011207,-0.00829587164095897]
1	2.2002369962056179e-02	[0.003635799479115444,-0.0013856818148267197,-0.00978748849429334]
1	2.2002369962056179e-02	[0.003635799479115444,-0.0013856818148267197,-0.00978748849429334]
1	2.2002369962056179e-02	[0.003635799479115444,-0.0013856818148267197,-0.00978748849429334]
1	2.2002369962056179e-02	[0.003635799479115444,-0.0013856818148267197,-0.00978748849429334]
1	1.4470407537459096e-02	[-0.008080977202643756,0.0022737851703405684,0.0015748663336095023]
1	1.4470407537459096e-02	[-0.008080977202643756,0.0022737851703405684,0.0015748663336095023]
1	1.4470407537459096e-02	[-0.008080977202643756,0.0022737851703405684,0.0015748663336095023]
1	1.1253702446211378e-02	[-0.0002270332075751287,0.0030870617061776124,-0.0068666318204321265]
1	1.1253702446211378e-02	[-0.0002270332075751287,0.0030870617061776124,-0.0068666318204321265]
1	1.1253702446211378e-02	[-0.0002270332075751287,0.0030870617061776124,-0.0068666318204321265]
1	1.1253702446211378e-02	[-0.0002270332075751287,0.0030870617061776124,-0.0068666318204321265]
1	1.1253702446211378e-02	[-0.0002270332075751287,0.0030870617061776124,-0.0068666318204321265]
1	8.1190772912833609e-03	[0.006308856929130182,-0.0009215626349862102,0.0005278588628202653]
1	6.3566315659571160e-03	[-0.002524999123342442,0.000283505910936619,-0.005058362502288163]
1	3.7505873298258052e-03	[-0.0009814114611809456,-0.0013566617130477984,-0.004012740616180243]
1	2.0542743359186488e-03	[-0.0020502194269606455,-0.0023124196650317723,0.0008967092011755457]
1	2.0542743359186488e-03	[-0.0020502194269606455,-0.0023124196650317723,0.0008967092011755457]
1	1.1378775193406909e-03	[0.0022200731175503704,-0.0003604606983420833,-0.0008227532973323916]
1	1.1378775193406909e-03	[0.0022200731175503704,-0.0003604606983420833,-0.0008227532973323916]
1	8.2438719672950356e-05	[0.0005539148018469475,0.00032477085094698334,5.689413529929319e-05]
1	8.2438719672950356e-05	[0.0005539148018469475,0.00032477085094698334,5.689413529929319e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.8360170588825895e-05	[-0.0003333791746781788,-0.00017430571955255277,3.7762340899757853e-05]
1	2.7538119191206079e-05	[-0.0003333791746781788,-0.00016198430059377134,3.7762340899757853e-05]
1	2.7538119191206079e-05	[-0.0003333791746781788,-0.00016198430059377134,3.7762340899757853e-05]
1	2.6068460307726582e-05	[-0.0002471743790334188,-0.00021780924641941828,0.0001512040640960561]
1	2.6068460307726582e-05	[-0.0002471743790334188,-0.00021780924641941828,0.0001512040640960561]
1	1.6304294334190672e-05	[0.00020461131841874975,0.00020060064872787805,8.7051346365181e-06]
1	1.0599040145109484e-05	[-0.00010006324940388929,-0.00014159606388653866,0.00015284834357633678]
1	5.4958083239853295e-06	[-2.198528149552215e-05,4.074327754730733e-06,0.0001649296856183947]
1	4.0022736556011296e-06	[-9.971210382535311e-05,5.25913015482086e-05,-8.640142750350628e-05]
1	4.0022736556011296e-06	[-9.971210382535311e-05,5.25913015482086e-05,-8.640142750350628e-05]
1	2.2643914903142104e-06	[8.729171048741715e-05,2.168137014788745e-05,-5.76523584027968e-05]
1	9.3667079426040800e-07	[-4.4631574915598276e-05,4.065503460464381e-05,-3.281008889810408e-05]
1	9.3667079426040800e-07	[-4.4631574915598276e-05,4.065503460464381e-05,-3.281008889810408e-05]
1	9.3667079426040800e-07	[-4.4631574915598276e-05,4.065503460464381e-05,-3.281008889810408e-05]
1	4.4185980385691437e-07	[-1.104004258671042e-05,-6.493771900848314e-06,4.542194578314863e-05]
1	4.4185980385691437e-07	[-1.104004258671042e-05,-6.493771900848314e-06,4.542194578314863e-05]
1	3.9606831592209346e-07	[-3.7535794854249435e-05,-3.997942286896083e-06,-2.3905486249024385e-05]
1	1.6905091015928519e-07	[-1.7203974155554303e-05,-5.710231434067804e-06,2.2880595410177208e-05]
1	1.6905091015928519e-07	[-1.7203974155554303e-05,-5.710231434067804e-06,2.2880595410177208e-05]
1	1.6905091015928519e-07	[-1.7203974155554303e-05,-5.710231434067804e-06,2.2880595410177208e-05]
1	1.6905091015928519e-07	[-1.7203974155554303e-05,-5.710231434067804e-06,2.2880595410177208e-05]
1	1.6905091015928519e-07	[-1.7203974155554303e-05,-5.710231434067804e-06,2.2880595410177208e-05]
1	2.8319359302031444e-08	[-4.95074655484229e-07,1.1758076410703033e-05,2.060808565244453e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	4.9303068294648256e-09	[-2.5223023984134207e-06,-2.489866223015635e-06,-3.5056976398258027e-06]
1	2.8129569784596242e-09	[-1.4149612126720644e-06,-3.167580966083702e-06,1.4639278130363602e-06]
1	2.8129569784596242e-09	[-1.4149612126720644e-06,-3.167580966083702e-06,1.4639278130363602e-06]
1	2.8129569784596242e-09	[-1.4149612126720644e-06,-3.167580966083702e-06,1.4639278130363602e-06]
1	2.3923760750221845e-09	[2.337084906394299e-06,2.1995177162635214e-06,1.3262704229504732e-06]
1	2.3923760750221845e-09	[2.337084906394299e-06,2.1995177162635214e-06,1.3262704229504732e-06]
1	2.3923760750221845e-09	[2.337084906394299e-06,2.1995177162635214e-06,1.3262704229504732e-06]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	1.6885337572603021e-10	[6.083525427752287e-07,-4.7352789256258473e-07,5.067529086463025e-07]
1	6.9800165647393442e-11	[4.1009257538347295e-07,3.9403642287405827e-07,-1.6846195135940127e-07]
1	6.3526073290631757e-11	[-4.479338189664079e-07,2.539218123542236e-07,-2.3469600685177588e-07]
1	6.3526073290631757e-11	[-4.479338189664079e-07,2.539218123542236e-07,-2.3469600685177588e-07]
1	6.3526073290631757e-11	[-4.479338189664079e-07,2.539218123542236e-07,-2.3469600685177588e-07]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	1.1240786079724785e-11	[-2.212421184101054e-07,-5.422727374498198e-10,-8.770926080601606e-08]
1	6.1177729548944626e-12	[7.893042623698133e-08,6.82032812867291e-08,-1.412077568284509e-07]
1	6.1177729548944626e-12	[7.893042623698133e-08,6.82032812867291e-08,-1.412077568284509e-07]
1	4.7997161800594768e-12	[-2.2990562553064283e-09,-1.3268344396942557e-07,8.105118245492546e-08]
1	3.9221959013957530e-12	[9.206964831156068e-09,-9.178179902593499e-08,-1.0611415316080813e-07]
1	3.4141578453272814e-12	[4.744008458653934e-08,5.480529314333256e-08,-1.0927315919852136e-07]
1	7.9936057773011271e-13	[-2.714633632717558e-09,4.849523695337568e-08,4.083256068534889e-08]
1	7.9936057773011271e-13	[-2.714633632717558e-09,4.849523695337568e-08,4.083256068534889e-08]
1	7.9936057773011271e-13	[-2.714633632717558e-09,4.849523695337568e-08,4.083256068534889e-08]
1	7.9936057773011271e-13	[-2.714633632717558e-09,4.849523695337568e-08,4.083256068534889e-08]
1	7.9936057773011271e-13	[-2.714633632717558e-09,4.849523695337568e-08,4.083256068534889e-08]
1	5.0093262871087063e-13	[1.4145494004554937e-10,4.9214556735231935e-08,-1.0612245893593916e-08]
1	3.9790393202565610e-13	[-3.4850778044229514e-08,-2.7641094669287913e-08,6.657855320408714e-09]
1	3.6948222259525210e-13	[3.273966376513391e-08,9.681210927636583e-09,2.5948902581369413e-08]
1	1.8118839761882555e-13	[-1.8910046106314847e-08,-1.74573545726249e-08,-1.5895017298141165e-08]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
1	1.4210854715202004e-14	[-6.493003362889907e-09,-3.90617314739433e-09,-5.406961973628084e-09]
2	2.2035721761329036e+01	[3.8950084138817838,-0.9757102270646749,-0.8749132458536728]
2	2.0425297213749445e+01	[1.1486953921128922,3.0875584732045738,2.0075104470208593]
2	2.0425297213749445e+01	[1.1486953921128922,3.0875584732045738,2.0075104470208593]
2	1.1212826252421888e+01	[1.951772751502193,-1.004561777051848,2.0902568296016737]
2	1.1212826252421888e+01	[1.951772751502193,-1.004561777051848,2.0902568296016737]
2	1.1212826252421888e+01	[1.951772751502193,-1.004561777051848,2.0902568296016737]
2	1.1212826252421888e+01	[1.951772751502193,-1.004561777051848,2.0902568296016737]
2	9.6541717506704785e+00	[-1.0256806713714175,-0.00784217430359102,0.22458036050429508]
2	9.6541717506704785e+00	[-1.0256806713714175,-0.00784217430359102,0.22458036050429508]
2	9.6541717506704785e+00	[-1.0256806713714175,-0.00784217430359102,0.22458036050429508]
2	9.6541717506704785e+00	[-1.0256806713714175,-0.00784217430359102,0.22458036050429508]
2	9.6541717506704785e+00	[-1.0256806713714175,-0.00784217430359102,0.22458036050429508]
2	8.4993209433054631e+00	[0.07432601252358828,2.044123958037596,0.12315743354796327]
2	8.4993209433054631e+00	[0.07432601252358828,2.044123958037596,0.12315743354796327]
2	7.7288163524426849e+00	[0.02900254889095799,-2.0220268586381085,-0.8826063571268445]
2	7.7288163524426849e+00	[0.02900254889095799,-2.0220268586381085,-0.8826063571268445]
2	7.7288163524426849e+00	[0.02900254889095799,-2.0220268586381085,-0.8826063571268445]
2	7.7288163524426849e+00	[0.02900254889095799,-2.0220268586381085,-0.8826063571268445]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	6.2082487050093675e+00	[-0.8444593644528725,0.034251343180197624,-0.06615884662010607]
2	5.6577547007210356e+00	[-0.024396226188212244,0.14885382635236116,0.9465976262456878]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.3029276952124675e+00	[1.0098059661944727,1.1235565130253113,0.026286411241071672]
2	5.2408168585393184e+00	[0.016255206421323585,-0.8449278386701371,-0.02150620352999552]
2	5.2408168585393184e+00	[0.016255206421323585,-0.8449278386701371,-0.02150620352999552]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	4.2104902321549176e+00	[0.072832065257631,0.9940689846367121,-0.9166287069234773]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.8589395379205911e+00	[-0.006621472671942907,0.9587634777803448,-0.055140795149812835]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
2	1.5288585705974782e+00	[-0.006621472671942907,0.9443775715089506,0.010955172421070296]
