Run	Fitness1	Solution1	Fitness2	Solution2
1	9.9495905709336796e-01	[-9.198499817833162e-09,0.9949586551273283,-1.3531287865477671e-09]	9.9495905709335730e-01	[-5.850575124010931e-09,0.9949586546265354,3.754648819852331e-09]
1	9.9495905709335730e-01	[-5.850575124010931e-09,0.9949586546265354,3.754648819852331e-09]	9.9495905709333954e-01	[-5.96738418594519e-09,0.9949586505623645,5.812593755030044e-09]
1	9.9495905709333954e-01	[-5.96738418594519e-09,0.9949586505623645,5.812593755030044e-09]	9.9495905709333243e-01	[-5.557234133927095e-09,0.9949586491377064,5.585331508327218e-09]
1	9.9495905709333243e-01	[-5.557234133927095e-09,0.9949586491377064,5.585331508327218e-09]	9.9495905709331112e-01	[-4.170033398192019e-09,0.9949586455879182,4.891894751892129e-09]
1	9.9495905709331112e-01	[-4.170033398192019e-09,0.9949586455879182,4.891894751892129e-09]	9.9495905709330046e-01	[-2.321558366377221e-09,0.9949586423330627,4.96293995603621e-09]
1	9.9495905709330046e-01	[-2.321558366377221e-09,0.9949586423330627,4.96293995603621e-09]	9.9495905709329691e-01	[-2.9585156725776323e-10,0.9949586436319207,3.627072755067076e-09]
1	9.9495905709329691e-01	[-2.9585156725776323e-10,0.9949586436319207,3.627072755067076e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]
1	9.9495905709328980e-01	[1.589531427664781e-09,0.994958639656084,3.102937308547367e-09]	2.0354688109252450e-01	[0.00918475060337288,0.030523625878825622,0.0035767577034308967]
1	2.0354688109252450e-01	[0.00918475060337288,0.030523625878825622,0.0035767577034308967]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]
1	9.4170832329162124e-02	[0.01700650602266037,-0.012217039677344735,-0.00604516137421908]	5.6509750475967735e-02	[0.012614029077629044,-0.00907144700040289,-0.0065988690901716135]
1	5.6509750475967735e-02	[0.012614029077629044,-0.00907144700040289,-0.0065988690901716135]	3.0656915473386448e-02	[0.006915068826359961,-0.007719644237421151,-0.0068660180175856645]
1	3.0656915473386448e-02	[0.006915068826359961,-0.007719644237421151,-0.0068660180175856645]	1.8864322203359762e-02	[0.0028784939478397973,-0.005920686061451717,-0.007194360674932299]
1	1.8864322203359762e-02	[0.0028784939478397973,-0.005920686061451717,-0.007194360674932299]	1.6328232222356576e-02	[0.0012638639964317317,-0.005201102791063943,-0.007325697737870953]
1	1.6328232222356576e-02	[0.0012638639964317317,-0.005201102791063943,-0.007325697737870953]	1.5662829957662439e-02	[0.0006180120158685053,-0.004913269482908833,-0.007378232563046414]
1	1.5662829957662439e-02	[0.0006180120158685053,-0.004913269482908833,-0.007378232563046414]	8.4113048410117131e-03	[0.00416254019153934,0.002048772650006511,-0.004568986434784469]
1	8.4113048410117131e-03	[0.00416254019153934,0.002048772650006511,-0.004568986434784469]	5.8072074113653116e-03	[0.005300754567921547,0.0005428432455612156,-0.0009387625682989883]
1	5.8072074113653116e-03	[0.005300754567921547,0.0005428432455612156,-0.0009387625682989883]	5.0068426575577973e-03	[-0.004197270717911882,-0.0026337580594301335,0.0008273575113027978]
1	5.0068426575577973e-03	[-0.004197270717911882,-0.0026337580594301335,0.0008273575113027978]	5.0068426575577973e-03	[-0.004197270717911882,-0.0026337580594301335,0.0008273575113027978]
1	5.0068426575577973e-03	[-0.004197270717911882,-0.0026337580594301335,0.0008273575113027978]	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]
1	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]
1	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]
1	1.9098059461057915e-03	[0.0026417288386523206,0.00040057410458362724,0.0015771527538564053]	1.2565704796259070e-03	[0.0007709428864277265,0.001881701600908075,0.0014827937535150948]
1	1.2565704796259070e-03	[0.0007709428864277265,0.001881701600908075,0.0014827937535150948]	1.1591329709332854e-03	[-0.0004244064768707341,0.0018862902318747953,0.0014506830913838806]
1	1.1591329709332854e-03	[-0.0004244064768707341,0.0018862902318747953,0.0014506830913838806]	1.0320372691623447e-03	[-0.001997446557731908,6.862949175865654e-05,0.0010988914062473212]
1	1.0320372691623447e-03	[-0.001997446557731908,6.862949175865654e-05,0.0010988914062473212]	1.0320372691623447e-03	[-0.001997446557731908,6.862949175865654e-05,0.0010988914062473212]
1	1.0320372691623447e-03	[-0.001997446557731908,6.862949175865654e-05,0.0010988914062473212]	8.8216551796449494e-04	[-0.0019417709162198693,-0.00017131182377632705,0.0008042400010206429]
1	8.8216551796449494e-04	[-0.0019417709162198693,-0.00017131182377632705,0.0008042400010206429]	8.8216551796449494e-04	[-0.0019417709162198693,-0.00017131182377632705,0.0008042400010206429]
1	8.8216551796449494e-04	[-0.0019417709162198693,-0.00017131182377632705,0.0008042400010206429]	2.9760554279079088e-04	[-0.0008106328140373327,-0.00017839428215881466,0.0009006338049741604]
1	2.9760554279079088e-04	[-0.0008106328140373327,-0.00017839428215881466,0.0009006338049741604]	1.6483368773378970e-04	[-0.0007723931639012603,-0.0002659701615399403,0.0004043736318289713]
1	1.6483368773378970e-04	[-0.0007723931639012603,-0.0002659701615399403,0.0004043736318289713]	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]
1	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]
1	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]
1	5.1315299863574637e-05	[0.0002746173040511029,-0.00041203601428380684,-0.00011605064562165784]	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]
1	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]
1	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]
1	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]
1	2.6291907381903457e-05	[-0.00010601669074122096,-0.00034543805801484564,-4.424969829308701e-05]	2.3091650476203540e-06	[8.36556690013352e-05,-4.963783085944209e-05,4.6660645888312334e-05]
1	2.3091650476203540e-06	[8.36556690013352e-05,-4.963783085944209e-05,4.6660645888312334e-05]	2.3091650476203540e-06	[8.36556690013352e-05,-4.963783085944209e-05,4.6660645888312334e-05]
1	2.3091650476203540e-06	[8.36556690013352e-05,-4.963783085944209e-05,4.6660645888312334e-05]	1.9397614678950958e-06	[8.21830439196123e-06,3.5326491948136545e-05,-9.198865207964905e-05]
1	1.9397614678950958e-06	[8.21830439196123e-06,3.5326491948136545e-05,-9.198865207964905e-05]	5.9425719811656563e-07	[-1.651750461303234e-05,3.9230801490962956e-05,-3.440179794050288e-05]
