Run	Fitness1	Solution1	Fitness2	Solution2
5	8.5483268939295587e-02	[49.94411443562015,49.96902306368221,50.81554092833251]	1.1480839507259392e-01	[52.42241012840589,52.908203985550244,50.49401470800576]
5	1.1480839507259392e-01	[52.42241012840589,52.908203985550244,50.49401470800576]	1.1142411078087811e+00	[52.18676500405937,48.05227194590759,57.09127957711917]
5	1.1142411078087811e+00	[52.18676500405937,48.05227194590759,57.09127957711917]	4.2366397007031009e-01	[52.58980845176142,49.89920669735294,54.936994215252334]
5	4.2366397007031009e-01	[52.58980845176142,49.89920669735294,54.936994215252334]	5.2005812999727796e-01	[50.86329194457197,50.48270616537958,55.76517755662642]
5	5.2005812999727796e-01	[50.86329194457197,50.48270616537958,55.76517755662642]	1.3732276049072670e-01	[50.38543303090208,51.27721900083175,53.45559037404957]
5	1.3732276049072670e-01	[50.38543303090208,51.27721900083175,53.45559037404957]	5.5411203488788106e-02	[49.875608996055725,51.582001868404916,50.694936502823694]
5	5.5411203488788106e-02	[49.875608996055725,51.582001868404916,50.694936502823694]	3.8645436383425942e-02	[50.15915661003033,51.906133537959114,51.26366669314601]
5	3.8645436383425942e-02	[50.15915661003033,51.906133537959114,51.26366669314601]	3.9344598248571344e-01	[49.87745787940803,49.415902582566396,47.964041886296165]
5	3.9344598248571344e-01	[49.87745787940803,49.415902582566396,47.964041886296165]	3.0503612889130893e-02	[50.45323423326811,52.05438079891688,51.325541266633934]
5	3.0503612889130893e-02	[50.45323423326811,52.05438079891688,51.325541266633934]	3.5437806476560932e-02	[52.38974314861015,51.052752518465105,51.62790054498353]
6	2.3808355780503283e-02	[51.98542690913114,51.64655215775009,51.80576235239905]	3.0027868478689695e-01	[54.28248925086319,52.05672975788572,52.78390632823788]
6	3.0027868478689695e-01	[54.28248925086319,52.05672975788572,52.78390632823788]	1.7483160937520634e-01	[52.17529326533384,48.766842119938545,51.605551409569784]
6	1.7483160937520634e-01	[52.17529326533384,48.766842119938545,51.605551409569784]	4.5481032033891929e-02	[51.275565795451904,49.992003884279875,50.68215781724047]
6	4.5481032033891929e-02	[51.275565795451904,49.992003884279875,50.68215781724047]	1.0853433575545814e-01	[50.969518772322104,51.41185442524758,53.332542933437814]
6	1.0853433575545814e-01	[50.969518772322104,51.41185442524758,53.332542933437814]	1.3123117799197290e-01	[49.6218057956763,51.373022321858286,52.89515721122548]
6	1.3123117799197290e-01	[49.6218057956763,51.373022321858286,52.89515721122548]	2.8571758107630041e-01	[52.0989471282912,54.480033877685,50.5670730876196]
6	2.8571758107630041e-01	[52.0989471282912,54.480033877685,50.5670730876196]	2.0619063653056494e-02	[50.81461643560921,50.864878930223675,50.502952485394125]
6	2.0619063653056494e-02	[50.81461643560921,50.864878930223675,50.502952485394125]	4.4840584304625959e-02	[52.41453744303358,51.89223317598031,51.54844435717595]
6	4.4840584304625959e-02	[52.41453744303358,51.89223317598031,51.54844435717595]	8.5854511754441198e-02	[51.398629306224535,51.65753544347783,53.075224938214724]
6	8.5854511754441198e-02	[51.398629306224535,51.65753544347783,53.075224938214724]	3.8181400110919542e-02	[51.355617680213776,52.504165392789005,51.15938683776853]
6	3.8181400110919542e-02	[51.355617680213776,52.504165392789005,51.15938683776853]	1.7231230432587197e-01	[52.60389644652723,53.438709970150136,51.8766859316122]
6	1.7231230432587197e-01	[52.60389644652723,53.438709970150136,51.8766859316122]	4.0688384867881722e-01	[49.23662190939317,51.498833546525184,54.77537123306509]
6	4.0688384867881722e-01	[49.23662190939317,51.498833546525184,54.77537123306509]	1.0349956074559372e-01	[51.47868722739092,49.241009015775035,50.83439089020548]
6	1.0349956074559372e-01	[51.47868722739092,49.241009015775035,50.83439089020548]	7.4470647316263322e-02	[52.95994557155692,50.88868580008611,51.34342733377053]
6	7.4470647316263322e-02	[52.95994557155692,50.88868580008611,51.34342733377053]	1.8819731051683342e-01	[51.50879536559845,48.648368051257215,52.175477560517805]
6	1.8819731051683342e-01	[51.50879536559845,48.648368051257215,52.175477560517805]	5.9960847803464633e-02	[50.35971355760452,51.07862344105903,52.538234733413354]
6	5.9960847803464633e-02	[50.35971355760452,51.07862344105903,52.538234733413354]	1.1830655458952820e-01	[51.53597260451782,49.37727334803102,52.373827976812116]
6	1.1830655458952820e-01	[51.53597260451782,49.37727334803102,52.373827976812116]	6.7343063810028414e-02	[51.666651658148574,52.40973379145857,52.36734940648644]
6	6.7343063810028414e-02	[51.666651658148574,52.40973379145857,52.36734940648644]	1.5575882405589059e-01	[51.084011292995214,50.06904027667447,53.47287087530386]
6	1.5575882405589059e-01	[51.084011292995214,50.06904027667447,53.47287087530386]	6.8952377824623545e-02	[51.61341718189411,52.524738638105596,52.28701368638922]
7	2.4934969007139166e-02	[50.56106030280994,51.59442561447221,50.56099156046236]	9.7177273090709962e-02	[50.313239305062304,51.46706609800661,49.49455698901097]
7	9.7177273090709962e-02	[50.313239305062304,51.46706609800661,49.49455698901097]	2.5044071229056164e-02	[50.49653557400001,50.55072683749694,51.112639882844576]
7	2.5044071229056164e-02	[50.49653557400001,50.55072683749694,51.112639882844576]	6.4919223734393128e-02	[51.45241751456224,51.01294775581765,52.85558356467517]
7	6.4919223734393128e-02	[51.45241751456224,51.01294775581765,52.85558356467517]	6.0719062463536748e-02	[51.23553288192421,50.244356761691165,52.475102119791266]
7	6.0719062463536748e-02	[51.23553288192421,50.244356761691165,52.475102119791266]	2.4147650937137326e-02	[51.68870799019044,52.02732293214847,50.771044434079386]
7	2.4147650937137326e-02	[51.68870799019044,52.02732293214847,50.771044434079386]	5.8725189244497912e-02	[50.07907228746433,52.25263340559852,51.00781480397756]
7	5.8725189244497912e-02	[50.07907228746433,52.25263340559852,51.00781480397756]	2.5075004024358882e-03	[50.93718935328891,51.06003159694843,51.10077139195993]
7	2.5075004024358882e-03	[50.93718935328891,51.06003159694843,51.10077139195993]	1.0277941840593684e-01	[50.85749900461147,53.08490887673365,52.07810724341723]
7	1.0277941840593684e-01	[50.85749900461147,53.08490887673365,52.07810724341723]	4.1469489372996951e-02	[51.61677074270163,51.15675407760681,52.50736618467193]
7	4.1469489372996951e-02	[51.61677074270163,51.15675407760681,52.50736618467193]	1.6130472756551698e-01	[52.38001729578033,49.48450827596806,52.731411470442374]
7	1.6130472756551698e-01	[52.38001729578033,49.48450827596806,52.731411470442374]	3.4723125345292226e-02	[51.42502611491423,51.274142531076095,52.4416916451116]
7	3.4723125345292226e-02	[51.42502611491423,51.274142531076095,52.4416916451116]	2.6005439137277521e-02	[51.90798613801217,51.60639435575033,51.98198190786383]
7	2.6005439137277521e-02	[51.90798613801217,51.60639435575033,51.98198190786383]	3.6912247298381634e-02	[51.41538247946947,51.33041698313498,52.47713275465421]
7	3.6912247298381634e-02	[51.41538247946947,51.33041698313498,52.47713275465421]	4.7977417312529240e-02	[52.48312232097204,51.875323759319095,51.52046966117733]
7	4.7977417312529240e-02	[52.48312232097204,51.875323759319095,51.52046966117733]	4.6011845313238410e-02	[50.209560623356666,52.08249399431846,51.6248891822996]
7	4.6011845313238410e-02	[50.209560623356666,52.08249399431846,51.6248891822996]	3.0086811425474896e-02	[50.159143963258096,51.011472291285365,51.42541615330521]
7	3.0086811425474896e-02	[50.159143963258096,51.011472291285365,51.42541615330521]	4.5193309841852014e-03	[51.36592469610011,51.694982423603896,51.38695093645827]
7	4.5193309841852014e-03	[51.36592469610011,51.694982423603896,51.38695093645827]	2.2729653174061053e-02	[51.844538357436825,50.99699615757117,51.991045397515464]
7	2.2729653174061053e-02	[51.844538357436825,50.99699615757117,51.991045397515464]	2.1029848319695087e-02	[50.326269976896526,51.388988011916254,51.058444960467]
7	2.1029848319695087e-02	[50.326269976896526,51.388988011916254,51.058444960467]	4.2385768282172435e-02	[52.34890108152085,51.95749567674759,51.4744974834851]
8	6.5209538550825363e-01	[50.69011667379517,46.72815481063103,53.64873772050377]	2.8067163301894077e-01	[53.25975891975336,50.62808224131366,53.89311756189826]
8	2.8067163301894077e-01	[53.25975891975336,50.62808224131366,53.89311756189826]	1.0396767504017150e+00	[56.94527427727934,48.16753996522305,51.763912309320105]
8	1.0396767504017150e+00	[56.94527427727934,48.16753996522305,51.763912309320105]	7.3275845601613254e-01	[55.03008731402437,48.44482220757397,48.489021587134275]
8	7.3275845601613254e-01	[55.03008731402437,48.44482220757397,48.489021587134275]	1.1396005976953725e+00	[51.146655376836705,54.04020584421556,45.045473190939695]
8	1.1396005976953725e+00	[51.146655376836705,54.04020584421556,45.045473190939695]	6.4606609828952541e-02	[52.23056246520281,50.809773444406,50.01718545210151]
8	6.4606609828952541e-02	[52.23056246520281,50.809773444406,50.01718545210151]	9.2041587015873241e-02	[50.418003070834295,49.50272888089026,51.01623448661232]
8	9.2041587015873241e-02	[50.418003070834295,49.50272888089026,51.01623448661232]	4.8559972440925503e-01	[50.80383593620477,48.53589336835231,47.75450550472345]
8	4.8559972440925503e-01	[50.80383593620477,48.53589336835231,47.75450550472345]	8.2960393951368361e-01	[47.854815053242014,50.29672322849524,46.633346591329826]
8	8.2960393951368361e-01	[47.854815053242014,50.29672322849524,46.633346591329826]	5.3113333168243224e-02	[52.20659035163153,50.15899566754425,51.56417525319512]
8	5.3113333168243224e-02	[52.20659035163153,50.15899566754425,51.56417525319512]	7.7827165014534228e-01	[52.09382882432574,45.71908571021764,50.66378344642598]
8	7.7827165014534228e-01	[52.09382882432574,45.71908571021764,50.66378344642598]	2.5181141213535985e-01	[52.9459530646771,51.54604173212594,53.947003544987574]
8	2.5181141213535985e-01	[52.9459530646771,51.54604173212594,53.947003544987574]	6.8582329022146027e-01	[53.93390489125417,48.55574529738565,47.58588927372997]
8	6.8582329022146027e-01	[53.93390489125417,48.55574529738565,47.58588927372997]	3.6245689042045931e-01	[53.849156483974106,48.46229554384464,50.77178849255553]
8	3.6245689042045931e-01	[53.849156483974106,48.46229554384464,50.77178849255553]	2.0614790406975067e-01	[49.67543777834961,49.872249463471725,49.23441292841177]
8	2.0614790406975067e-01	[49.67543777834961,49.872249463471725,49.23441292841177]	7.3951619390185838e-02	[50.301382955279635,50.69183205385851,49.88801881494455]
8	7.3951619390185838e-02	[50.301382955279635,50.69183205385851,49.88801881494455]	5.5399018089645735e-01	[55.43789951941209,50.50772483674904,49.14684343483712]
8	5.5399018089645735e-01	[55.43789951941209,50.50772483674904,49.14684343483712]	4.3827715397939576e-01	[49.18846023068835,49.92373775807526,47.806656098105236]
8	4.3827715397939576e-01	[49.18846023068835,49.92373775807526,47.806656098105236]	1.1188780872006315e-01	[51.65025639868697,51.03914813668477,49.15357340070204]
8	1.1188780872006315e-01	[51.65025639868697,51.03914813668477,49.15357340070204]	4.0697986669395958e-01	[51.41028279024461,47.1861294035805,51.04989602035066]
8	4.0697986669395958e-01	[51.41028279024461,47.1861294035805,51.04989602035066]	8.6163647911853769e-02	[52.8841294159014,52.101837775449425,50.87898201828985]
9	3.6469356063707620e-01	[53.81421644025649,48.40617512429185,51.67332494678331]	5.0435417512234529e-02	[51.13644504464148,52.33506036304997,50.29810796514169]
9	5.0435417512234529e-02	[51.13644504464148,52.33506036304997,50.29810796514169]	1.1267529992063505e+00	[55.22383991697955,56.4810915512337,49.65231059518299]
9	1.1267529992063505e+00	[55.22383991697955,56.4810915512337,49.65231059518299]	3.7646061134860032e-01	[49.308452806884894,50.7984657158892,54.61761718742717]
9	3.7646061134860032e-01	[49.308452806884894,50.7984657158892,54.61761718742717]	1.4822539967529971e+00	[56.25384852969062,45.44564749644844,52.44950255767666]
9	1.4822539967529971e+00	[56.25384852969062,45.44564749644844,52.44950255767666]	3.0223973195775522e+00	[56.44231247205757,60.32251531519022,54.89221686803054]
9	3.0223973195775522e+00	[56.44231247205757,60.32251531519022,54.89221686803054]	2.5178761348390259e+00	[41.35566023690435,52.2384343471928,53.07732259930605]
9	2.5178761348390259e+00	[41.35566023690435,52.2384343471928,53.07732259930605]	1.5120261539799538e+00	[47.93164062005386,44.711928443995134,54.017605019871915]
9	1.5120261539799538e+00	[47.93164062005386,44.711928443995134,54.017605019871915]	2.5830427090108676e+00	[52.88948011704766,41.20991557231707,52.41912490490995]
9	2.5830427090108676e+00	[52.88948011704766,41.20991557231707,52.41912490490995]	2.9386416256117140e+00	[46.25831165064566,50.33483785688895,41.57666321840165]
9	2.9386416256117140e+00	[46.25831165064566,50.33483785688895,41.57666321840165]	7.3511187304974246e-01	[51.224144324406204,48.95150001265972,56.206599823282566]
9	7.3511187304974246e-01	[51.224144324406204,48.95150001265972,56.206599823282566]	1.1412104298855559e+00	[47.17026967205043,53.2864919571113,46.19173337167455]
9	1.1412104298855559e+00	[47.17026967205043,53.2864919571113,46.19173337167455]	4.5696035397020429e+00	[54.075646350528054,45.85046318969036,63.42364150395146]
9	4.5696035397020429e+00	[54.075646350528054,45.85046318969036,63.42364150395146]	8.0095675884928130e-01	[56.16192359650898,48.35965827972715,51.458502586103634]
9	8.0095675884928130e-01	[56.16192359650898,48.35965827972715,51.458502586103634]	7.3841353782737884e-01	[45.98446111393521,50.97803700742936,52.74107941423983]
9	7.3841353782737884e-01	[45.98446111393521,50.97803700742936,52.74107941423983]	2.4518466002460420e+00	[46.11859013895865,45.09365586585265,57.190897433421384]
9	2.4518466002460420e+00	[46.11859013895865,45.09365586585265,57.190897433421384]	2.7010575725309169e+00	[46.46019974475233,60.4768485222598,50.021616502023804]
9	2.7010575725309169e+00	[46.46019974475233,60.4768485222598,50.021616502023804]	3.3276463951612928e-01	[47.948237177235725,52.43963841519964,50.13247755231256]
9	3.3276463951612928e-01	[47.948237177235725,52.43963841519964,50.13247755231256]	1.2060480738914653e-01	[49.07459345559418,51.12479332976675,50.79179595630247]
